t_s,frame,tag_detected,state,pan_deg,tilt_deg,eu_px,ev_px,eu_s_px,ev_s_px,err_px,dpan,dtilt,steer_ff,in_deadband,clamped_pan,clamped_tilt,servo_sent,tag_conf,lost_t
42.567,937,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.31
42.615,938,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.36
42.658,939,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.4
42.706,940,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.45
42.752,941,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.5
42.801,942,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.54
42.843,943,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.59
42.889,944,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.63
42.932,945,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.68
42.977,946,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.72
43.019,947,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.77
43.069,948,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.81
43.110,949,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.86
43.156,950,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.9
43.198,951,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.95
43.244,952,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,3.99
43.284,953,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.03
43.331,954,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.07
43.372,955,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.12
43.417,956,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.16
43.462,957,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.21
43.507,958,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.25
43.550,959,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.3
43.595,960,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.34
43.636,961,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.38
43.682,962,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.42
43.724,963,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.47
43.768,964,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.51
43.817,965,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.56
43.863,966,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.61
43.903,967,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.65
43.947,968,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.69
43.999,969,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.74
44.088,970,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.83
44.130,971,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.88
44.178,972,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.92
44.218,973,0,tag_lost_countdown,-90.0,1.33,,,,,,,,,,,,,,4.97
44.278,974,0,chasing,0.0,0.0,,,,,,,,,,,,,,
44.320,975,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.0
44.366,976,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.04
44.408,977,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.09
44.451,978,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.13
44.502,979,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.17
44.551,980,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.23
44.593,981,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.27
44.639,982,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.32
44.678,983,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.36
44.753,984,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.4
44.815,985,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.5
44.861,986,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.54
44.906,987,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.58
44.955,988,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.63
45.000,989,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.68
45.047,990,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.72
45.088,991,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.77
45.134,992,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.81
45.179,993,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.86
45.247,994,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.9
45.316,995,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,0.99
45.365,996,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.04
45.408,997,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.09
45.458,998,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.13
45.503,999,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.18
45.553,1000,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.23
45.598,1001,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.27
45.648,1002,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.32
45.689,1003,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.37
45.736,1004,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.41
45.781,1005,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.46
45.831,1006,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.5
45.874,1007,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.55
45.929,1008,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.6
45.971,1009,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.65
46.024,1010,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.69
46.067,1011,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.75
46.115,1012,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.79
46.156,1013,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.84
46.206,1014,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.88
46.247,1015,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.93
46.293,1016,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,1.97
46.337,1017,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,2.02
46.391,1018,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,2.06
46.433,1019,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,2.11
46.479,1020,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,2.16
46.521,1021,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,2.2
46.573,1022,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,2.24
46.612,1023,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,2.3
46.659,1024,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,2.34
46.698,1025,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,2.38
46.745,1026,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,2.42
46.785,1027,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,2.47
46.828,1028,0,tag_lost_countdown,0.0,0.0,,,,,,,,,,,,,,2.51
46.866,1029,1,ibvs_active,-2.0,0.28,-205.5,-7.1,-164.4,-5.7,205.6,-2.0,0.284,0.0,0,0,0,1,27.5,
46.913,1030,1,ibvs_active,-4.0,0.68,-212.3,-8.4,-202.7,-7.9,212.5,-2.0,0.393,0.0,0,0,0,1,27.1,
46.954,1031,1,ibvs_active,-6.0,1.36,-213.4,-15.2,-211.3,-13.8,214.0,-2.0,0.688,0.0,0,0,0,1,28.2,
47.002,1032,1,ibvs_active,-8.0,2.07,-213.0,-14.2,-212.7,-14.1,213.5,-2.0,0.705,0.0,0,0,0,1,21.4,
47.042,1033,1,ibvs_active,-10.0,2.57,-176.4,-8.9,-183.7,-9.9,176.6,-2.0,0.495,0.0,0,0,0,1,26.6,
47.083,1034,0,tag_lost_countdown,-10.0,2.57,,,,,,,,,,,,,,0.0
47.124,1035,0,tag_lost_countdown,-10.0,2.57,,,,,,,,,,,,,,0.04
47.169,1036,1,ibvs_active,-12.0,2.36,-129.9,7.7,-140.6,4.2,130.1,-2.0,-0.209,0.0,0,0,0,1,25.8,
47.211,1037,1,ibvs_active,-14.0,1.98,-104.8,8.5,-111.9,7.6,105.1,-2.0,-0.38,0.0,0,0,0,1,28.8,
47.261,1038,1,ibvs_active,-16.0,1.55,-105.1,8.8,-106.5,8.5,105.5,-2.0,-0.426,0.0,0,0,0,1,29.1,
47.300,1039,1,ibvs_active,-18.0,1.11,-88.4,8.8,-92.1,8.7,88.9,-2.0,-0.436,0.0,0,0,0,1,29.2,
47.343,1040,1,ibvs_active,-20.0,0.65,-75.2,9.3,-78.6,9.2,75.8,-2.0,-0.459,0.0,0,0,0,1,28.0,
47.384,1041,1,ibvs_active,-22.0,0.21,-58.8,8.9,-62.8,9.0,59.5,-2.0,-0.448,0.0,0,0,0,1,25.6,
47.427,1042,0,tag_lost_countdown,-22.0,0.21,,,,,,,,,,,,,,0.0
47.469,1043,1,ibvs_active,-23.77,-0.1,-28.6,5.5,-35.5,6.2,29.2,-1.774,-0.311,0.0,0,0,0,1,30.2,
47.515,1044,0,tag_lost_countdown,-23.77,-0.1,,,,,,,,,,,,,,0.0
47.554,1045,1,deadband,-23.77,-0.1,-1.7,0.2,-8.4,1.4,1.7,0.0,0.0,0.0,1,0,0,0,31.1,
47.599,1046,1,deadband,-23.77,-0.1,-1.8,-4.5,-3.1,-3.3,4.9,0.0,0.0,0.0,1,0,0,0,21.7,
47.642,1047,1,ibvs_active,-23.67,-0.02,14.3,-10.2,10.8,-8.8,17.6,0.107,0.087,0.0,0,0,0,1,31.0,
47.691,1048,1,ibvs_active,-23.42,0.16,14.7,-10.4,13.9,-10.1,18.0,0.25,0.182,0.0,0,0,0,1,31.0,
47.736,1049,1,ibvs_active,-23.14,0.36,14.5,-10.1,14.4,-10.1,17.7,0.274,0.192,0.0,0,0,0,1,32.3,
47.784,1050,1,ibvs_active,-22.86,0.56,14.6,-10.4,14.6,-10.4,18.0,0.287,0.204,0.0,0,0,0,1,32.8,
47.825,1051,1,ibvs_active,-22.56,0.77,14.7,-10.3,14.7,-10.3,18.0,0.292,0.205,0.0,0,0,0,1,32.9,
47.875,1052,1,ibvs_active,-22.28,0.97,14.6,-10.2,14.6,-10.2,17.8,0.286,0.2,0.0,0,0,0,1,32.6,
47.917,1053,1,ibvs_active,-22.0,1.16,14.2,-10.4,14.3,-10.4,17.6,0.274,0.199,0.0,0,0,0,1,32.6,
47.964,1054,1,ibvs_active,-21.77,1.34,13.6,-9.8,13.7,-9.9,16.7,0.238,0.172,0.0,0,0,0,1,32.2,
48.006,1055,1,ibvs_active,-21.58,1.44,13.4,-7.1,13.4,-7.6,15.1,0.183,0.104,0.0,0,0,0,1,33.1,
48.059,1056,1,deadband,-21.58,1.44,8.7,0.7,9.6,-1.0,8.7,0.0,0.0,0.0,1,0,0,0,32.9,
48.101,1057,1,deadband,-21.58,1.44,8.6,0.9,8.8,0.5,8.6,0.0,0.0,0.0,1,0,0,0,32.6,
48.147,1058,1,deadband,-21.58,1.44,8.3,0.6,8.4,0.6,8.4,0.0,0.0,0.0,1,0,0,0,32.1,
48.188,1059,1,deadband,-21.58,1.44,8.5,0.5,8.5,0.6,8.5,0.0,0.0,0.0,1,0,0,0,32.2,
48.237,1060,1,deadband,-21.58,1.44,8.4,0.6,8.4,0.6,8.5,0.0,0.0,0.0,1,0,0,0,32.3,
48.279,1061,1,deadband,-21.58,1.44,8.4,0.5,8.4,0.6,8.4,0.0,0.0,0.0,1,0,0,0,32.8,
48.329,1062,1,deadband,-21.58,1.44,8.4,0.6,8.4,0.6,8.4,0.0,0.0,0.0,1,0,0,0,31.5,
48.371,1063,1,deadband,-21.58,1.44,8.3,0.6,8.4,0.6,8.4,0.0,0.0,0.0,1,0,0,0,32.7,
48.418,1064,1,deadband,-21.58,1.44,9.0,-0.3,8.9,-0.2,9.0,0.0,0.0,0.0,1,0,0,0,30.7,
48.456,1065,1,deadband,-21.58,1.44,-1.2,-6.3,0.8,-5.0,6.4,0.0,0.0,0.0,1,0,0,0,25.3,
48.501,1066,1,deadband,-21.58,1.44,-12.1,-2.9,-9.5,-3.3,12.4,0.0,0.0,0.0,1,0,0,0,32.3,
48.543,1067,1,ibvs_active,-21.71,1.47,-14.4,-3.5,-13.4,-3.4,14.8,-0.129,0.033,0.0,0,0,0,1,31.4,
48.589,1068,1,ibvs_active,-21.8,1.52,-11.1,-7.0,-11.6,-6.3,13.1,-0.092,0.05,0.0,0,0,0,1,32.3,
48.630,1069,1,ibvs_active,-21.88,1.53,-12.7,0.8,-12.5,-0.6,12.8,-0.079,0.004,0.0,0,0,0,1,32.3,
48.678,1070,0,tag_lost_countdown,-21.88,1.53,,,,,,,,,,,,,,0.0
48.720,1071,1,deadband,-21.88,1.53,13.6,-3.8,8.4,-3.1,14.1,0.0,0.0,0.0,1,0,0,0,31.0,
48.765,1072,1,ibvs_active,-21.74,1.52,15.4,2.3,14.0,1.2,15.6,0.142,-0.012,0.0,0,0,0,1,31.1,
48.805,1073,1,ibvs_active,-20.42,1.06,31.0,11.5,27.6,9.4,33.0,1.32,-0.452,0.0,0,0,0,1,30.9,
48.851,1074,1,ibvs_active,-18.65,0.69,37.4,6.9,35.5,7.4,38.1,1.774,-0.371,0.0,0,0,0,1,32.2,
48.892,1075,1,ibvs_active,-17.0,0.46,32.3,4.0,33.0,4.7,32.6,1.648,-0.236,0.0,0,0,0,1,30.6,
48.942,1076,1,ibvs_active,-16.6,0.43,15.0,0.1,18.6,1.0,15.0,0.401,-0.022,0.0,0,0,0,1,24.2,
48.984,1077,0,tag_lost_countdown,-16.6,0.43,,,,,,,,,,,,,,0.0
49.032,1078,0,tag_lost_countdown,-16.6,0.43,,,,,,,,,,,,,,0.04
49.072,1079,1,ibvs_active,-17.03,0.49,-28.4,-3.1,-19.0,-2.3,28.6,-0.434,0.052,0.0,0,0,0,1,31.5,
49.125,1080,1,ibvs_active,-18.15,0.63,-28.5,-3.8,-26.6,-3.5,28.7,-1.118,0.146,0.0,0,0,0,1,31.0,
49.168,1081,1,ibvs_active,-19.43,0.81,-28.4,-3.9,-28.0,-3.8,28.6,-1.279,0.173,0.0,0,0,0,1,31.5,
49.218,1082,1,ibvs_active,-20.75,0.97,-28.4,-3.5,-28.4,-3.6,28.7,-1.317,0.166,0.0,0,0,0,1,31.2,
49.259,1083,1,ibvs_active,-21.74,1.11,-24.7,-3.4,-25.4,-3.4,24.9,-0.997,0.135,0.0,0,0,0,1,31.2,
49.306,1084,1,ibvs_active,-21.82,1.13,-8.8,-3.3,-12.2,-3.3,9.4,-0.079,0.022,0.0,0,0,0,1,31.6,
49.347,1085,1,deadband,-21.82,1.13,2.7,-3.7,-0.3,-3.6,4.6,0.0,0.0,0.0,1,0,0,0,24.8,
49.395,1086,0,tag_lost_countdown,-21.82,1.13,,,,,,,,,,,,,,0.0
49.436,1087,1,ibvs_active,-21.62,1.14,19.1,-0.1,15.2,-0.8,19.1,0.199,0.011,0.0,0,0,0,1,31.0,
49.484,1088,1,ibvs_active,-21.23,1.14,19.2,-0.2,18.4,-0.3,19.2,0.388,0.006,0.0,0,0,0,1,30.3,
49.526,1089,1,ibvs_active,-20.81,1.15,19.2,-0.3,19.0,-0.3,19.2,0.429,0.006,0.0,0,0,0,1,30.5,
49.574,1090,1,ibvs_active,-20.37,1.16,19.2,-0.2,19.2,-0.2,19.2,0.44,0.004,0.0,0,0,0,1,31.0,
49.617,1091,1,ibvs_active,-19.92,1.16,19.2,-0.2,19.2,-0.2,19.2,0.442,0.005,0.0,0,0,0,1,30.6,
49.665,1092,1,ibvs_active,-19.48,1.16,19.2,-0.1,19.2,-0.1,19.2,0.443,0.002,0.0,0,0,0,1,31.8,
49.708,1093,1,ibvs_active,-19.14,1.16,17.3,0.1,17.7,0.0,17.3,0.339,-0.001,0.0,0,0,0,1,31.5,
49.754,1094,1,ibvs_active,-19.03,1.16,12.1,-0.2,13.3,-0.1,12.1,0.108,0.001,0.0,0,0,0,1,30.7,
49.802,1095,1,ibvs_active,-19.02,1.16,9.7,0.1,10.4,0.1,9.7,0.01,-0.0,0.0,0,0,0,1,30.9,
49.846,1096,1,deadband,-19.02,1.16,-0.1,-0.0,2.0,-0.0,0.1,0.0,0.0,0.0,1,0,0,0,30.4,
49.887,1097,1,deadband,-19.02,1.16,-0.6,0.0,-0.1,0.0,0.6,0.0,0.0,0.0,1,0,0,0,31.6,
49.937,1098,1,deadband,-19.02,1.16,-0.6,0.0,-0.5,0.0,0.6,0.0,0.0,0.0,1,0,0,0,31.0,
49.981,1099,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,31.5,
50.028,1100,1,deadband,-19.02,1.16,-0.5,0.1,-0.6,0.1,0.5,0.0,0.0,0.0,1,0,0,0,31.1,
50.071,1101,1,deadband,-19.02,1.16,-0.6,0.0,-0.6,0.0,0.6,0.0,0.0,0.0,1,0,0,0,30.5,
50.120,1102,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,31.1,
50.162,1103,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,30.4,
50.223,1104,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,31.5,
50.281,1105,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,30.7,
50.329,1106,1,deadband,-19.02,1.16,-0.6,0.0,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,30.6,
50.370,1107,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,31.4,
50.417,1108,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,31.1,
50.462,1109,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,30.8,
50.507,1110,1,deadband,-19.02,1.16,-0.6,0.0,-0.6,0.0,0.6,0.0,0.0,0.0,1,0,0,0,30.8,
50.548,1111,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,31.3,
50.597,1112,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,31.1,
50.636,1113,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,31.1,
50.687,1114,1,deadband,-19.02,1.16,-0.6,0.0,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,31.4,
50.730,1115,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,31.0,
50.778,1116,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,31.2,
50.822,1117,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,31.2,
50.873,1118,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,31.7,
50.914,1119,1,deadband,-19.02,1.16,-0.6,0.1,-0.6,0.1,0.7,0.0,0.0,0.0,1,0,0,0,31.4,
50.962,1120,1,deadband,-19.02,1.16,-0.6,0.0,-0.6,0.1,0.6,0.0,0.0,0.0,1,0,0,0,31.0,
50.998,1121,0,tag_lost_countdown,-19.02,1.16,,,,,,,,,,,,,,0.0
51.051,1122,1,deadband,-19.02,1.16,-12.3,-3.8,-10.0,-3.1,12.9,0.0,0.0,0.0,1,0,0,0,29.8,
51.093,1123,1,deadband,-19.02,1.16,-9.9,0.5,-9.9,-0.2,9.9,0.0,0.0,0.0,1,0,0,0,31.1,
51.137,1124,1,deadband,-19.02,1.16,-6.7,-1.8,-7.3,-1.5,6.9,0.0,0.0,0.0,1,0,0,0,31.7,
51.176,1125,0,tag_lost_countdown,-19.02,1.16,,,,,,,,,,,,,,0.0
51.225,1126,1,deadband,-19.02,1.16,3.6,0.8,1.4,0.4,3.7,0.0,0.0,0.0,1,0,0,0,31.3,
51.265,1127,1,ibvs_active,-18.97,1.16,14.3,1.1,11.7,1.0,14.4,0.053,-0.004,0.0,0,0,0,1,29.9,
51.310,1128,1,ibvs_active,-18.69,1.11,17.8,3.1,16.6,2.6,18.0,0.281,-0.045,0.0,0,0,0,1,31.4,
51.347,1129,0,tag_lost_countdown,-18.69,1.11,,,,,,,,,,,,,,0.0
51.392,1130,1,ibvs_active,-17.86,0.72,23.9,12.7,22.4,10.7,27.1,0.833,-0.398,0.0,0,0,0,1,20.1,
51.431,1131,1,ibvs_active,-17.26,0.56,20.4,4.3,20.8,5.5,20.9,0.603,-0.16,0.0,0,0,0,1,28.4,
51.482,1132,1,ibvs_active,-17.03,0.49,14.0,3.8,15.4,4.2,14.5,0.228,-0.062,0.0,0,0,0,1,31.1,
51.521,1133,1,deadband,-17.03,0.49,8.0,3.8,9.5,3.9,8.9,0.0,0.0,0.0,1,0,0,0,29.9,
51.566,1134,1,deadband,-17.03,0.49,7.9,4.0,8.2,3.9,8.8,0.0,0.0,0.0,1,0,0,0,30.9,
51.608,1135,1,deadband,-17.03,0.49,-2.7,3.6,-0.5,3.7,4.5,0.0,0.0,0.0,1,0,0,0,29.2,
51.655,1136,1,deadband,-17.03,0.49,-2.8,2.4,-2.3,2.6,3.7,0.0,0.0,0.0,1,0,0,0,29.9,
51.698,1137,1,deadband,-17.03,0.49,-2.9,2.1,-2.8,2.2,3.6,0.0,0.0,0.0,1,0,0,0,30.5,
51.746,1138,1,deadband,-17.03,0.49,-2.7,2.0,-2.7,2.0,3.3,0.0,0.0,0.0,1,0,0,0,30.4,
51.788,1139,1,deadband,-17.03,0.49,-2.9,2.2,-2.8,2.1,3.6,0.0,0.0,0.0,1,0,0,0,29.6,
51.833,1140,1,deadband,-17.03,0.49,-2.8,2.0,-2.8,2.0,3.4,0.0,0.0,0.0,1,0,0,0,29.9,
51.875,1141,1,deadband,-17.03,0.49,-2.8,2.1,-2.8,2.1,3.5,0.0,0.0,0.0,1,0,0,0,30.4,
51.923,1142,1,deadband,-17.03,0.49,-2.8,2.1,-2.8,2.1,3.5,0.0,0.0,0.0,1,0,0,0,30.5,
51.965,1143,1,deadband,-17.03,0.49,-2.7,2.0,-2.7,2.0,3.3,0.0,0.0,0.0,1,0,0,0,30.4,
52.013,1144,1,deadband,-17.03,0.49,-2.7,2.1,-2.7,2.1,3.5,0.0,0.0,0.0,1,0,0,0,30.0,
52.056,1145,1,deadband,-17.03,0.49,-2.8,2.1,-2.8,2.1,3.5,0.0,0.0,0.0,1,0,0,0,30.5,
52.103,1146,1,deadband,-17.03,0.49,-2.8,2.0,-2.8,2.1,3.4,0.0,0.0,0.0,1,0,0,0,29.8,
52.154,1147,1,deadband,-17.03,0.49,-2.8,2.0,-2.8,2.0,3.4,0.0,0.0,0.0,1,0,0,0,30.1,
52.199,1148,1,deadband,-17.03,0.49,-2.9,2.1,-2.9,2.1,3.6,0.0,0.0,0.0,1,0,0,0,29.4,
52.241,1149,1,deadband,-17.03,0.49,-2.8,2.1,-2.8,2.1,3.5,0.0,0.0,0.0,1,0,0,0,30.5,
52.290,1150,1,deadband,-17.03,0.49,-2.8,2.1,-2.8,2.1,3.5,0.0,0.0,0.0,1,0,0,0,30.1,
52.332,1151,1,deadband,-17.03,0.49,-2.8,2.0,-2.8,2.0,3.4,0.0,0.0,0.0,1,0,0,0,29.2,
52.378,1152,1,deadband,-17.03,0.49,-3.0,2.2,-2.9,2.1,3.7,0.0,0.0,0.0,1,0,0,0,30.0,
52.418,1153,0,tag_lost_countdown,-17.03,0.49,,,,,,,,,,,,,,0.0
52.463,1154,0,tag_lost_countdown,-17.03,0.49,,,,,,,,,,,,,,0.04
52.502,1155,0,tag_lost_countdown,-17.03,0.49,,,,,,,,,,,,,,0.08
52.551,1156,1,ibvs_active,-17.49,0.37,-23.1,5.9,-19.0,5.2,23.8,-0.462,-0.125,0.0,0,0,0,1,28.7,
52.593,1157,0,tag_lost_countdown,-17.49,0.37,,,,,,,,,,,,,,0.0
52.638,1158,0,tag_lost_countdown,-17.49,0.37,,,,,,,,,,,,,,0.04
52.675,1159,0,tag_lost_countdown,-17.49,0.37,,,,,,,,,,,,,,0.09
52.717,1160,0,tag_lost_countdown,-17.49,0.37,,,,,,,,,,,,,,0.12
52.758,1161,0,tag_lost_countdown,-17.49,0.37,,,,,,,,,,,,,,0.17
52.802,1162,1,ibvs_active,-15.49,0.32,103.7,-0.0,79.1,1.0,103.7,2.0,-0.051,0.0,0,0,0,1,23.1,
52.840,1163,0,tag_lost_countdown,-15.49,0.32,,,,,,,,,,,,,,0.0
52.883,1164,0,tag_lost_countdown,-15.49,0.32,,,,,,,,,,,,,,0.04
52.922,1165,1,ibvs_active,-13.49,0.33,85.9,-0.5,84.6,-0.2,86.0,2.0,0.01,0.0,0,0,0,1,29.8,
52.972,1166,1,ibvs_active,-11.49,0.4,78.7,-1.8,79.9,-1.5,78.7,2.0,0.075,0.0,0,0,0,1,32.4,
53.012,1167,1,ibvs_active,-9.49,0.51,78.8,-2.2,79.0,-2.1,78.8,2.0,0.105,0.0,0,0,0,1,32.5,
53.058,1168,0,tag_lost_countdown,-9.49,0.51,,,,,,,,,,,,,,0.0
53.100,1169,1,ibvs_active,-7.49,0.6,46.8,-1.7,53.2,-1.8,46.8,2.0,0.091,0.0,0,0,0,1,32.8,
53.146,1170,1,ibvs_active,-5.63,0.67,33.1,-1.3,37.1,-1.4,33.1,1.855,0.069,0.0,0,0,0,1,22.3,
53.190,1171,1,ibvs_active,-3.97,0.73,32.3,-1.1,33.3,-1.2,32.3,1.664,0.059,0.0,0,0,0,1,31.9,
53.235,1172,0,tag_lost_countdown,-3.97,0.73,,,,,,,,,,,,,,0.0
53.275,1173,1,deadband,-3.97,0.73,-7.2,-1.8,0.9,-1.7,7.5,0.0,0.0,0.0,1,0,0,0,29.7,
53.319,1174,0,tag_lost_countdown,-3.97,0.73,,,,,,,,,,,,,,0.0
53.360,1175,1,ibvs_active,-4.7,0.78,-28.7,-1.8,-22.8,-1.7,28.7,-0.73,0.056,0.0,0,0,0,1,30.5,
53.409,1176,1,ibvs_active,-5.91,0.85,-28.7,-1.7,-27.5,-1.7,28.7,-1.206,0.074,0.0,0,0,0,1,31.6,
